word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,double_log_freq,participation_score
systems,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,43,0.2293983606557377,7,1,systems,0.006133118841745425,0.6773791226501839,0.06666666666666667
system,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,47,0.0393636363636363,6,1,system,0.005529861250754072,0.6734908190761342,0.06666666666666667
be,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,48,30,0.1744687499999999,2,1,be,0.004826060727930827,0.6681970379894457,0.13333333333333333
as,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,34,0.3358624999999999,2,1,as,0.004826060727930827,0.6681970379894457,0.06666666666666667
diseases,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,26,0.1467666666666666,8,1,diseases,0.00452443193243515,0.6656118611656676,0.06666666666666667
can,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,45,33,0.1519711111111111,3,1,can,0.00452443193243515,0.6656118611656676,0.2
have,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,45,32,0.3537422222222223,4,1,have,0.00452443193243515,0.6656118611656676,0.13333333333333333
disease,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,35,0.2659209302325581,7,1,disease,0.004323346068771365,0.6637605539783985,0.06666666666666667
are,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,34,0.1667149999999999,3,1,are,0.004021717273275689,0.6607625402758197,0.13333333333333333
therapy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,32,0.2153924999999999,7,1,therapy,0.004021717273275689,0.6607625402758197,0.06666666666666667
t,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,26,-0.155855,1,1,t,0.004021717273275689,0.6607625402758197,0.06666666666666667
cancer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,-0.5255100000000001,6,1,cancer,0.004021717273275689,0.6607625402758197,0.06666666666666667
which,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,39,29,0.1066487179487179,5,1,which,0.003921174341443796,0.6596972838889588,0.2
dna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,26,0.1153641025641025,3,1,dna,0.003921174341443796,0.6596972838889588,0.0
nct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,13,-0.1837166666666666,3,1,nct,0.0036195455459481197,0.6562743313773061,0.06666666666666667
j,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,33,-0.0356222222222222,1,1,j,0.0036195455459481197,0.6562743313773061,0.06666666666666667
nat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0.0477114285714285,3,1,nat,0.0035190026141162277,0.6550492863214452,0.06666666666666667
models,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,19,0.1821588235294117,6,1,models,0.0034184596822843354,0.6537774330630485,0.13333333333333333
research,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,25,0.2891454545454545,8,1,research,0.003317916750452443,0.6524554708460382,0.13333333333333333
rna,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,0.1748624999999999,3,1,rna,0.003217373818620551,0.6510797546220851,0.06666666666666667
c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,9,0.332283870967742,1,1,c,0.0031168308867886587,0.6496462468470389,0.06666666666666667
knockout,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,15,-0.0268483870967741,8,1,knockout,0.0031168308867886587,0.6496462468470389,0.13333333333333333
been,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,27,0.2935866666666667,4,1,been,0.0030162879549567667,0.648150460701653,0.13333333333333333
b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,19,0.0538466666666666,1,1,b,0.0030162879549567667,0.648150460701653,0.06666666666666667
or,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29,23,0.101655172413793,2,1,or,0.0029157450231248744,0.6465873928647587,0.06666666666666667
model,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29,22,0.2300172413793102,5,1,model,0.0029157450231248744,0.6465873928647587,0.2
off,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,28,19,0.2605142857142857,3,1,off,0.002815202091292982,0.644951443477734,0.13333333333333333
mediated,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28,27,-0.040475,8,1,mediated,0.002815202091292982,0.644951443477734,0.13333333333333333
e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,-0.2371785714285713,1,1,e,0.002815202091292982,0.644951443477734,0.06666666666666667
science,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0.0112357142857142,7,1,science,0.002815202091292982,0.644951443477734,0.06666666666666667
biological,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,10,-0.2252607142857142,10,1,biological,0.002815202091292982,0.644951443477734,0.06666666666666667
protein,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,19,0.1234730769230769,7,1,protein,0.0026141162276291977,0.6414349232056878,0.06666666666666667
using,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,0.0751038461538461,5,1,using,0.0026141162276291977,0.6414349232056878,0.06666666666666667
mutations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,0.0132239999999999,9,1,mutations,0.0025135732957973053,0.6395392040666789,0.06666666666666667
genes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,-0.164292,5,1,genes,0.0025135732957973053,0.6395392040666789,0.06666666666666667
med,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,-0.06038,3,1,med,0.0025135732957973053,0.6395392040666789,0.06666666666666667
res,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,-0.0725304347826087,3,1,res,0.002312487432133521,0.6354268000766977,0.06666666666666667
mol,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0.0227086956521739,3,1,mol,0.002312487432133521,0.6354268000766977,0.06666666666666667
stem,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,-0.0189086956521739,4,1,stem,0.002312487432133521,0.6354268000766977,0.13333333333333333
applications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0.2398727272727272,12,1,applications,0.0022119445003016287,0.6331875282688906,0.06666666666666667
an,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,22,20,0.1152818181818181,2,1,an,0.0022119445003016287,0.6331875282688906,0.2
it,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,19,0.0595045454545454,2,1,it,0.0022119445003016287,0.6331875282688906,0.13333333333333333
s,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0.1623809523809523,1,1,s,0.0021114015684697367,0.6308081703830098,0.06666666666666667
on,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,21,18,-0.0925047619047619,2,1,on,0.0021114015684697367,0.6308081703830098,0.2
into,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,15,0.1255,4,1,into,0.0021114015684697367,0.6308081703830098,0.06666666666666667
usa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,-0.1781499999999999,3,1,usa,0.0020108586366378444,0.6282723810177272,0.0
genetic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,16,0.1251684210526316,7,1,genetic,0.0019103157048059522,0.6255609474815194,0.06666666666666667
china,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,14,-0.0209842105263157,5,1,china,0.0019103157048059522,0.6255609474815194,0.13333333333333333
sgrna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,0.1978736842105263,5,1,sgrna,0.0019103157048059522,0.6255609474815194,0.0
effects,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,0.2830210526315789,7,1,effects,0.0019103157048059522,0.6255609474815194,0.13333333333333333
base,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,12,0.292957894736842,4,1,base,0.0019103157048059522,0.6255609474815194,0.2
used,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0.1757473684210526,4,1,used,0.0019103157048059522,0.6255609474815194,0.13333333333333333
biotechnology,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.091878947368421,13,1,biotechnology,0.0019103157048059522,0.6255609474815194,0.06666666666666667
has,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,18,0.1942,3,1,has,0.0019103157048059522,0.6255609474815194,0.06666666666666667
dystrophy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0.0866833333333333,9,1,dystrophy,0.0018097727729740598,0.6226511014835566,0.06666666666666667
exon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0.0071111111111111,4,1,exon,0.0018097727729740598,0.6226511014835566,0.06666666666666667
nature,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,-0.0366499999999999,6,1,nature,0.0018097727729740598,0.6226511014835566,0.06666666666666667
targeting,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.0593666666666666,9,1,targeting,0.0018097727729740598,0.6226511014835566,0.06666666666666667
rev,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.0213722222222222,3,1,rev,0.0018097727729740598,0.6226511014835566,0.06666666666666667
specific,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0.1565722222222222,8,1,specific,0.0018097727729740598,0.6226511014835566,0.13333333333333333
mutation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0.0658555555555555,8,1,mutation,0.0018097727729740598,0.6226511014835566,0.06666666666666667
treatment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,-0.1183888888888888,9,1,treatment,0.0018097727729740598,0.6226511014835566,0.06666666666666667
sci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0.0081666666666666,3,1,sci,0.0018097727729740598,0.6226511014835566,0.0
technology,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0.2693176470588236,10,1,technology,0.0017092298411421677,0.6195156162140293,0.06666666666666667
rabbit,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.0709882352941176,6,1,rabbit,0.0017092298411421677,0.6195156162140293,0.13333333333333333
site,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,0.3690352941176469,4,1,site,0.0017092298411421677,0.6195156162140293,0.06666666666666667
biotechnol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.0508529411764705,10,1,biotechnol,0.0017092298411421677,0.6195156162140293,0.0
journal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.0945117647058823,7,1,journal,0.0017092298411421677,0.6195156162140293,0.06666666666666667
single,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,13,0.1325411764705882,6,1,single,0.0017092298411421677,0.6195156162140293,0.2
hiv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,-0.3642823529411765,3,1,hiv,0.0017092298411421677,0.6195156162140293,0.06666666666666667
y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.0323411764705882,1,1,y,0.0017092298411421677,0.6195156162140293,0.06666666666666667
delivery,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,0.3823529411764705,8,1,delivery,0.0017092298411421677,0.6195156162140293,0.06666666666666667
car,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,-0.4561529411764705,3,1,car,0.0017092298411421677,0.6195156162140293,0.06666666666666667
mice,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0.2216882352941176,4,1,mice,0.0017092298411421677,0.6195156162140293,0.06666666666666667
application,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0.34464375,11,1,application,0.0016086869093102755,0.6161216046825284,0.06666666666666667
viral,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0.27088125,5,1,viral,0.0016086869093102755,0.6161216046825284,0.13333333333333333
xu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.0881437499999999,2,1,xu,0.0016086869093102755,0.6161216046825284,0.06666666666666667
tumor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,-0.7148874999999998,5,1,tumor,0.0016086869093102755,0.6161216046825284,0.06666666666666667
mouse,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0.1347125,5,1,mouse,0.0016086869093102755,0.6161216046825284,0.13333333333333333
li,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0.14033125,2,1,li,0.0016086869093102755,0.6161216046825284,0.06666666666666667
structural,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.0521875,10,1,structural,0.0016086869093102755,0.6161216046825284,0.06666666666666667
at,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,15,0.0976625,2,1,at,0.0016086869093102755,0.6161216046825284,0.13333333333333333
high,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,14,0.3056,4,1,high,0.0016086869093102755,0.6161216046825284,0.2
expression,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,-0.04198,10,1,expression,0.0015081439774783834,0.6124288945957818,0.06666666666666667
muscular,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0.0853733333333333,8,1,muscular,0.0015081439774783834,0.6124288945957818,0.06666666666666667
cleavage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0.1482266666666666,8,1,cleavage,0.0015081439774783834,0.6124288945957818,0.06666666666666667
non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0.3436466666666666,3,1,non,0.0015081439774783834,0.6124288945957818,0.06666666666666667
clinical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0.1896733333333333,8,1,clinical,0.0015081439774783834,0.6124288945957818,0.06666666666666667
also,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,13,0.0718266666666666,4,1,also,0.0015081439774783834,0.6124288945957818,0.06666666666666667
computational,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.0556666666666666,13,1,computational,0.0015081439774783834,0.6124288945957818,0.06666666666666667
such,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,12,0.2388933333333333,4,1,such,0.0015081439774783834,0.6124288945957818,0.13333333333333333
that,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,15,13,0.1654266666666666,4,1,that,0.0015081439774783834,0.6124288945957818,0.4
could,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,14,0.1247133333333333,5,1,could,0.0015081439774783834,0.6124288945957818,0.06666666666666667
genet,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0.0779214285714285,5,1,genet,0.001407601045646491,0.6083877907186052,0.06666666666666667
this,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,14,14,0.1370785714285714,4,1,this,0.001407601045646491,0.6083877907186052,0.26666666666666666
zfn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0.0,3,1,zfn,0.001407601045646491,0.6083877907186052,0.0
efficiency,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.4659857142857143,10,1,efficiency,0.001407601045646491,0.6083877907186052,0.06666666666666667
biol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,-0.0352785714285714,4,1,biol,0.001407601045646491,0.6083877907186052,0.0
methods,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0.2116357142857143,7,1,methods,0.001407601045646491,0.6083877907186052,0.06666666666666667
z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.0,1,1,z,0.001407601045646491,0.6083877907186052,0.06666666666666667
double,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,14,11,0.0713785714285714,6,1,double,0.001407601045646491,0.6083877907186052,0.26666666666666666
they,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,14,0.3089785714285714,4,1,they,0.001407601045646491,0.6083877907186052,0.06666666666666667
animal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0.3149928571428572,6,1,animal,0.001407601045646491,0.6083877907186052,0.13333333333333333
modified,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0.2244285714285714,8,1,modified,0.001407601045646491,0.6083877907186052,0.2
cd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,-0.4593769230769231,2,1,cd,0.0013070581138145989,0.6039359308784116,0.06666666666666667
most,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,11,0.162276923076923,4,1,most,0.0013070581138145989,0.6039359308784116,0.13333333333333333
ther,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.043176923076923,4,1,ther,0.0013070581138145989,0.6039359308784116,0.0
development,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0.32135,11,1,development,0.0012065151819827067,0.5989937658314455,0.06666666666666667
therapeutics,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,-0.0937666666666666,12,1,therapeutics,0.0012065151819827067,0.5989937658314455,0.06666666666666667
activity,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0.0776999999999999,8,1,activity,0.0012065151819827067,0.5989937658314455,0.06666666666666667
will,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12,10,0.3805666666666666,4,1,will,0.0012065151819827067,0.5989937658314455,0.2
function,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.2723833333333333,8,1,function,0.0012065151819827067,0.5989937658314455,0.13333333333333333
d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0.1384,1,1,d,0.0012065151819827067,0.5989937658314455,0.06666666666666667
no,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,5,0.20155,2,1,no,0.0012065151819827067,0.5989937658314455,0.2
type,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0.1342166666666666,4,1,type,0.0012065151819827067,0.5989937658314455,0.13333333333333333
proteins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,-0.0598727272727272,8,1,proteins,0.0011059722501508143,0.5934578873666095,0.0
was,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,9,-0.2965727272727272,3,1,was,0.0011059722501508143,0.5934578873666095,0.13333333333333333
including,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0.5437272727272726,9,1,including,0.0011059722501508143,0.5934578873666095,0.06666666666666667
specificity,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0.1033545454545454,11,1,specificity,0.0011059722501508143,0.5934578873666095,0.06666666666666667
components,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0.4559454545454546,10,1,components,0.0011059722501508143,0.5934578873666095,0.06666666666666667
drug,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0.1039636363636363,4,1,drug,0.0011059722501508143,0.5934578873666095,0.13333333333333333
from,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,10,0.0616636363636363,4,1,from,0.0011059722501508143,0.5934578873666095,0.06666666666666667
more,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11,8,0.4477727272727273,4,1,more,0.0011059722501508143,0.5934578873666095,0.2
challenges,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.2703818181818181,10,1,challenges,0.0011059722501508143,0.5934578873666095,0.13333333333333333
syndrome,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,-0.0513636363636363,8,1,syndrome,0.0011059722501508143,0.5934578873666095,0.06666666666666667
annu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.04019,4,1,annu,0.0010054293183189222,0.5871908758202614,0.0
multiple,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0.02128,8,1,multiple,0.0010054293183189222,0.5871908758202614,0.13333333333333333
efficient,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.4656999999999999,9,1,efficient,0.0010054293183189222,0.5871908758202614,0.06666666666666667
molecular,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,7,-0.1436099999999999,9,1,molecular,0.0010054293183189222,0.5871908758202614,0.06666666666666667
guided,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.25752,6,1,guided,0.0010054293183189222,0.5871908758202614,0.13333333333333333
patients,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,-0.135,8,1,patients,0.0010054293183189222,0.5871908758202614,0.06666666666666667
congenital,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.09827,10,1,congenital,0.0010054293183189222,0.5871908758202614,0.06666666666666667
monogenic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0.0284299999999999,9,1,monogenic,0.0010054293183189222,0.5871908758202614,0.13333333333333333
ing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.3439,3,1,ing,0.0010054293183189222,0.5871908758202614,0.06666666666666667
based,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,7,-0.2658899999999999,5,1,based,0.0010054293183189222,0.5871908758202614,0.13333333333333333
virus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,-0.2839999999999999,5,1,virus,0.0010054293183189222,0.5871908758202614,0.06666666666666667
generated,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0.26898,9,1,generated,0.0010054293183189222,0.5871908758202614,0.06666666666666667
yes,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,5,0.22258,3,1,yes,0.0010054293183189222,0.5871908758202614,0.13333333333333333
two,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,9,-0.10316,3,1,two,0.0010054293183189222,0.5871908758202614,0.13333333333333333
sequence,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-0.0763111111111111,8,1,sequence,0.0009048863864870299,0.5800052903735844,0.13333333333333333
engineered,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.0825555555555555,10,1,engineered,0.0009048863864870299,0.5800052903735844,0.06666666666666667
nucleases,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0.2779111111111111,9,1,nucleases,0.0009048863864870299,0.5800052903735844,0.06666666666666667
dsdna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.1531,5,1,dsdna,0.0009048863864870299,0.5800052903735844,0.0
sgrnas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0.5607666666666667,6,1,sgrnas,0.0009048863864870299,0.5800052903735844,0.0
screening,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0.2160999999999999,9,1,screening,0.0009048863864870299,0.5800052903735844,0.13333333333333333
genetically,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,6,0.3160666666666667,11,1,genetically,0.0009048863864870299,0.5800052903735844,0.06666666666666667
advantages,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0.5307,10,1,advantages,0.0009048863864870299,0.5800052903735844,0.13333333333333333
caused,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,-0.0361888888888888,6,1,caused,0.0009048863864870299,0.5800052903735844,0.06666666666666667
world,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0.3721555555555556,5,1,world,0.0009048863864870299,0.5800052903735844,0.13333333333333333
their,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,8,0.4928222222222221,5,1,their,0.0009048863864870299,0.5800052903735844,0.06666666666666667
still,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,8,0.3290111111111111,5,1,still,0.0009048863864870299,0.5800052903735844,0.26666666666666666
duchenne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.1088444444444444,8,1,duchenne,0.0009048863864870299,0.5800052903735844,0.0
via,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.0756444444444444,3,1,via,0.0009048863864870299,0.5800052903735844,0.06666666666666667
applied,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.3320333333333333,7,1,applied,0.0009048863864870299,0.5800052903735844,0.13333333333333333
