mapped_id,word,sentence_id,location_in_sentence,bundle_id
1240,a,2324,35,8
1241,a,2336,8,1
1242,a,2338,25,1
1243,a,2339,6,3
1244,a,2346,2,2
1245,a,2346,8,4
1246,a,2346,12,5
1247,a,2356,8,3
1248,a,2363,18,4
1249,a,2368,12,2
1250,a,2376,2,1
1251,a,2381,17,2
1252,a,2388,8,2
1253,a,2395,8,2
1254,a,2397,3,2
1255,a,2402,2,1
1256,a,2407,6,2
1257,a,2409,4,2
1258,a,2412,17,5
1259,a,2423,19,6
1260,a,2424,2,2
1261,a,2437,5,1
1262,a,2438,1,1
1263,a,2445,8,3
1264,a,2449,3,2
1265,a,2450,5,2
1266,a,2450,13,5
1267,a,2456,14,3
