"filename", "language", "Python", "CSV", "Markdown", "JSON", "comment", "blank", "total"
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/stats/Constantinople_stats.csv", "CSV", 0, 638, 0, 0, 0, 1, 639
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/stats/Crime_and_Punishment_T_stats.csv", "CSV", 0, 6, 0, 0, 0, 1, 7
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/stats/FitzgeraldTheGreatGastby_stats.csv", "CSV", 0, 6098, 0, 0, 0, 1, 6099
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/stats/RiemannSums_stats.csv", "CSV", 0, 134, 0, 0, 0, 1, 135
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/stats/Test_input_stats.csv", "CSV", 0, 75, 0, 0, 0, 1, 76
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/stats_with_features/stats_with_features_CRISPR_paper.csv", "CSV", 0, 2240, 0, 0, 0, 1, 2241
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/stats_with_features/stats_with_features_ClassOverlapping.csv", "CSV", 0, 677, 0, 0, 0, 1, 678
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/stats_with_features/stats_with_features_ColdWar.csv", "CSV", 0, 2377, 0, 0, 0, 1, 2378
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/stats_with_features/stats_with_features_Constantinople.csv", "CSV", 0, 638, 0, 0, 0, 1, 639
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/stats_with_features/stats_with_features_FitzgeraldTheGreatGastby.csv", "CSV", 0, 6098, 0, 0, 0, 1, 6099
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/stats_with_features/stats_with_features_RiemannSums.csv", "CSV", 0, 134, 0, 0, 0, 1, 135
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/stats_with_features/stats_with_features_Test_input.csv", "CSV", 0, 75, 0, 0, 0, 1, 76
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/traversable_text/CRISPR_paper_traversable.csv", "CSV", 0, 32010, 0, 0, 0, 1, 32011
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/traversable_text/ClassOverlapping_traversable.csv", "CSV", 0, 3846, 0, 0, 0, 1, 3847
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/traversable_text/ColdWar_traversable.csv", "CSV", 0, 37600, 0, 0, 0, 1, 37601
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/traversable_text/Constantinople_traversable.csv", "CSV", 0, 2520, 0, 0, 0, 1, 2521
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/traversable_text/Crime_and_Punishment_T_traversable.csv", "CSV", 0, 246854, 0, 0, 0, 1, 246855
"/home/michael/Desktop/projects/pos_analysis/data/dict/working_set/traversable_text/FitzgeraldTheGreatGastby_traversable.csv", "CSV", 0, 85023, 0, 0, 0, 1, 85024
