726  0,2,5,0.0,0,ClassOverlapping,,-1
784  0,2,5,0.0,0,ClassOverlapping,,-1
723  0,2,5,0.0,0,ClassOverlapping,,-1
551  0,2,5,0.0,0,ClassOverlapping,,-1
726 SVMs  0,3,10,0.0,0,ClassOverlapping,,-1
787  0,2,5,0.0,0,ClassOverlapping,,-1
790  0,2,5,0.0,0,ClassOverlapping,,-1
783  0,2,5,0.0,0,ClassOverlapping,,-1
803  0,2,5,0.0,0,ClassOverlapping,,-1
804  0,2,5,0.0,0,ClassOverlapping,,-1
794 RIPPER  0,3,12,0.0,0,ClassOverlapping,,-1
936  0,2,5,0.0,0,ClassOverlapping,,-1
878  0,2,5,0.0,0,ClassOverlapping,,-1
941  0,2,5,0.0,0,ClassOverlapping,,-1
939  0,2,5,0.0,0,ClassOverlapping,,-1
880  0,2,5,0.0,0,ClassOverlapping,,-1
943 Diabetes C4,2,14,0.0,0,ClassOverlapping,,-1
5  0,2,3,0.0,0,ClassOverlapping,,-1
622  0,2,5,0.0,0,ClassOverlapping,,-1
604  0,2,5,0.0,0,ClassOverlapping,,-1
606  0,2,5,0.0,0,ClassOverlapping,,-1
804  0,2,5,0.0,0,ClassOverlapping,,-1
797  0,2,5,0.0,0,ClassOverlapping,,-1
795 NB  0,3,8,0.0,0,ClassOverlapping,,-1
623  0,2,5,0.0,0,ClassOverlapping,,-1
620  0,2,5,0.0,0,ClassOverlapping,,-1
625  0,2,5,0.0,0,ClassOverlapping,,-1
8236  0,2,6,0.0,0,ClassOverlapping,,-1
817  0,2,5,0.0,0,ClassOverlapping,,-1
832 k-NN  0,3,10,0.0,0,ClassOverlapping,,-1
608  0,2,5,0.0,0,ClassOverlapping,,-1
600  0,2,5,0.0,0,ClassOverlapping,,-1
611  0,2,5,0.0,0,ClassOverlapping,,-1
807  0,2,5,0.0,0,ClassOverlapping,,-1
796  0,2,5,0.0,0,ClassOverlapping,,-1
809 SVMs  0,3,10,0.0,0,ClassOverlapping,,-1
629  0,2,5,0.0,0,ClassOverlapping,,-1
617  0,2,5,0.0,0,ClassOverlapping,,-1
629  0,2,5,0.0,0,ClassOverlapping,,-1
832  0,2,5,0.0,0,ClassOverlapping,,-1
824  0,2,5,0.0,0,ClassOverlapping,,-1
832 RIPPER  0,3,12,0.0,0,ClassOverlapping,,-1
632  0,2,5,0.0,0,ClassOverlapping,,-1
625  0,2,5,0.0,0,ClassOverlapping,,-1
631  0,2,5,0.0,0,ClassOverlapping,,-1
816  0,2,5,0.0,0,ClassOverlapping,,-1
802  0,2,5,0.0,0,ClassOverlapping,,-1
816 German C4,2,12,0.0,0,ClassOverlapping,,-1
5  0,2,3,0.0,0,ClassOverlapping,,-1
523  0,2,5,0.0,0,ClassOverlapping,,-1
469  0,2,5,0.0,0,ClassOverlapping,,-1
537  0,2,5,0.0,0,ClassOverlapping,,-1
828  0,2,5,0.0,0,ClassOverlapping,,-1
795  0,2,5,0.0,0,ClassOverlapping,,-1
822 NB  0,3,8,0.0,0,ClassOverlapping,,-1
548  0,2,5,0.0,0,ClassOverlapping,,-1
553  0,2,5,0.0,0,ClassOverlapping,,-1
557  0,2,5,0.0,0,ClassOverlapping,,-1
835  0,2,5,0.0,0,ClassOverlapping,,-1
808  0,2,5,0.0,0,ClassOverlapping,,-1
830 k-NN  0,3,10,0.0,0,ClassOverlapping,,-1
409  0,2,5,0.0,0,ClassOverlapping,,-1
396  0,2,5,0.0,0,ClassOverlapping,,-1
423  0,2,5,0.0,0,ClassOverlapping,,-1
797  0,2,5,0.0,0,ClassOverlapping,,-1
798  0,2,5,0.0,0,ClassOverlapping,,-1
801 SVMs  0,3,10,0.0,0,ClassOverlapping,,-1
514  0,2,5,0.0,0,ClassOverlapping,,-1
514  0,2,5,0.0,0,ClassOverlapping,,-1
541  0,2,5,0.0,0,ClassOverlapping,,-1
836  0,2,5,0.0,0,ClassOverlapping,,-1
836  0,2,5,0.0,0,ClassOverlapping,,-1
832 RIPPER  0,3,12,0.0,0,ClassOverlapping,,-1
483  0,2,5,0.0,0,ClassOverlapping,,-1
536  0,2,5,0.0,0,ClassOverlapping,,-1
521  0,2,5,0.0,0,ClassOverlapping,,-1
823  0,2,5,0.0,0,ClassOverlapping,,-1
829  0,2,5,0.0,0,ClassOverlapping,,-1
830 Table 2: Classiﬁcation Results by Three Schemes and Five Classiﬁers,10,70,0.0,0,ClassOverlapping,,-1
 Five classiﬁers can be divided into two types,8,45,0.0,0,ClassOverlapping,,-1
 C4,1,2,0.0,0,ClassOverlapping,,-1
5 and RIPPER are rule- based classiﬁers,6,38,0.0,0,ClassOverlapping,,-1
" NB, k-NN and SVMs are distance-based classiﬁers",7,47,0.0,0,ClassOverlapping,,-1
 The C4,2,6,0.0,0,ClassOverlapping,,-1
5 algorithm employs a greedy technique to induce decision trees for classiﬁ- cation which is a locally classiﬁca- tion algorithm,19,127,-0.3182,0,ClassOverlapping,,-1
 So the scheme for dealing with class overlapping problem can hardly work well in C4,15,83,-0.2212,0,ClassOverlapping,,-1
5,0,0,0.0,0,ClassOverlapping,,-1
" For other four classiﬁer (NB, k-NN, SVMs and RIPPER), scheme for dealing with class overlapping problem is useful for classiﬁcation",20,131,0.0516,0,ClassOverlapping,,-1
 But there is a special one which is RIPPER,9,42,0.5499,0,ClassOverlapping,,-1
" As can also be seen, using the separating scheme, RIPPER performs better on data set Diabetes than the original scheme and performs the same on data set Sonar",28,158,0.6369,0,ClassOverlapping,,-1
"T h e s e a r e converse to the results of NB, k-NN and SVMs",16,59,0.0,0,ClassOverlapping,,-1
 The reason is that RIP- PER builds rules ﬁrst for the smallest class and will not build rules for the largest class,22,115,0.0,0,ClassOverlapping,,-1
 But the largest class in overall regions may be not the largest class in overlapping regions,16,92,0.0,0,ClassOverlapping,,-1
" In summary, the distance-based clas- siﬁers are more sensitive than the rule- based ones to the class overlapping problem",19,121,-0.4019,0,ClassOverlapping,,-1
 3,1,1,0.0,0,ClassOverlapping,,-1
3,0,0,0.0,0,ClassOverlapping,,-1
" Experiment 3 Following previous experiment, this experiment concentrates on three distance-based classiﬁers (NB, k-NN and SVMs) for imbalance data set",20,150,0.0,0,ClassOverlapping,,-1
" In order to generate imbalance data set, the data set with overlapping ratio more than 10% is selected and random sampling on the small class is used",27,149,0.0,0,ClassOverlapping,,-1
 The sampling ratio was set to 0,7,31,0.0,0,ClassOverlapping,,-1
"2, 0",1,3,0.0,0,ClassOverlapping,,-1
"4, 0",1,3,0.0,0,ClassOverlapping,,-1
"6, 0",1,3,0.0,0,ClassOverlapping,,-1
8,0,0,0.0,0,ClassOverlapping,,-1
 Fig,1,3,0.0,0,ClassOverlapping,,-1
 3 shows the classiﬁcation results 495 The 2010 International Conference on E-Business Intelligence ,14,99,0.4767,0,ClassOverlapping,,-1
Fig,0,2,0.0,0,ClassOverlapping,,-1
 2: Performances of the separating and original schemes,8,54,0.3182,0,ClassOverlapping,,-1
 of the two schemes on these samples,7,35,0.0,0,ClassOverlapping,,-1
" As can be seen, on data sets which have high overlapping ratios, the F-measure values of the separating scheme are consistently higher than the original scheme, no matter what the sampling ratios are",33,199,0.6028,0,ClassOverlapping,,-1
" Moreover, the separating scheme performs much better than the original scheme when the rare class size is relatively small and the overlapping ratio is relatively high",26,167,0.6369,0,ClassOverlapping,,-1
" As the increase of the size of the rare class, the per- formance gap for SVMs is narrowed",18,89,0.3182,0,ClassOverlapping,,-1
" However, for NB and k-NN, the perfor- mance gap is not obviously narrowed",13,73,0.0,0,ClassOverlapping,,-1
" In summary, as the increase of the de- gree of class imbalance, the separating scheme showed higher improvements to the classiﬁcation performance, in par- ticular for the well-known SVMs",29,186,0.5574,0,ClassOverlapping,,-1
 4,1,1,0.0,0,ClassOverlapping,,-1
" Conclusion In this paper, we took a systematic study on the modeling schemes that were proposed speciﬁcally for handling class overlapping problem",22,146,-0.4019,0,ClassOverlapping,,-1
 SVDD was ﬁrst employed to ﬁnd overlapping re- gions in the data,12,63,0.0,0,ClassOverlapping,,-1
 We found that modeling the overlapping and non- overlapping regions separately was the best scheme for solving the class over- lapping problem,22,142,0.5994,0,ClassOverlapping,,-1
" By further compara- tive studies on ﬁve widely used classi- ﬁers, we found that the distance-based classiﬁers such as SVMs and k-NN were more sensitive than the rule-based ones to the class overlapping problem, and therefore enjoyed a much better per- formance using the separating scheme",46,288,0.5423,0,ClassOverlapping,,-1
